"gene","size","name","description"
"ENSG00000233641.9",1496,"C6orf136","chromosome"
"ENSG00000233670.6",3810,"PIRT","phosphoinositide"
"ENSG00000233687.3",1007,"OR2B3","olfactory"
"ENSG00000233701.3",2791,"PRR23C","proline"
"ENSG00000233734.8",854,"PSORS1C1","psoriasis"
"ENSG00000233757.6",1850,"AC092835.1",NA
"ENSG00000233795.6",864,"ZNRD1","zinc"
"ENSG00000233801.9",1566,"NELFE","negative"
"ENSG00000233802.8",1651,"TRIM49D2","tripartite"
"ENSG00000233803.9",1179,"TSPY4","testis"
"ENSG00000233813.8",1532,"MRPS18B","mitochondrial"
"ENSG00000233816.3",1539,"IFNA13","interferon"
"ENSG00000233822.4",4137,"HIST1H2BN","histone"
"ENSG00000233831.4",2730,"ZNF311","zinc"
"ENSG00000233841.11",1580,"HLA-C","major"
"ENSG00000233890.6",3291,"TCF19","transcription"
"ENSG00000233904.6",2601,"HLA-E","major"
"ENSG00000233911.9",1420,"POU5F1","POU"
"ENSG00000233917.8",1706,"POTEB","POTE"
"ENSG00000233927.4",1326,"RPS28","ribosomal"
"ENSG00000233931.7",2086,"TRIM40","tripartite"
"ENSG00000233932.5",3143,"CTXN2","cortexin"
"ENSG00000233948.10",1763,"TRIM27","tripartite"
"ENSG00000233954.6",2180,"UQCRHL","ubiquinol-cytochrome"
"ENSG00000234000.8",4599,"PPP1R18","protein"
"ENSG00000234012.9",7576,"MDC1","mediator"
"ENSG00000234032.10",4073,"VARS2","valyl-tRNA"
"ENSG00000234046.7",3478,"TRIM26","tripartite"
"ENSG00000234058.6",1731,"PPP1R11","protein"
"ENSG00000234068.6",551,"PAGE2","PAGE"
"ENSG00000234078.10",3971,"DDR1","discoidin"
"ENSG00000234096.9",2503,"MOG","myelin"
"ENSG00000234100.4",966,"OR14J1","olfactory"
"ENSG00000234101.1",1028,"OR2W1","olfactory"
"ENSG00000234114.8",2958,"CCHCR1","coiled-coil"
"ENSG00000234127.8",3478,"TRIM26","tripartite"
"ENSG00000234137.5",3651,"MUC21","mucin"
"ENSG00000234154.10",1397,"HLA-DMB","major"
"ENSG00000234195.4",966,"OR14J1","olfactory"
"ENSG00000234196.2",1875,"ZBTB12","zinc"
"ENSG00000234218.9",2444,"MICB","MHC"
"ENSG00000234224.2",2108,"TMEM229A","transmembrane"
"ENSG00000234243.7",1476,"GPSM3","G"
"ENSG00000234258.6",2544,"HSPA1L","heat"
"ENSG00000234278.3",1847,"PRR20E","proline"
"ENSG00000234280.6",2173,"C6orf10","chromosome"
"ENSG00000234284.6",3304,"ZNF879","zinc"
"ENSG00000234289.5",460,"H2BFS","H2B"
"ENSG00000234343.6",2045,"NEU1","neuraminidase"
"ENSG00000234347.8",2611,"OR11A1","olfactory"
"ENSG00000234370.10",1735,"GTF2H4","general"
"ENSG00000234409.6",1475,"CCDC188","coiled-coil"
"ENSG00000234414.7",1921,"RBMY1A1","RNA"
"ENSG00000234433.8",2881,"VWA7","von"
"ENSG00000234438.3",1377,"KBTBD13","kelch"
"ENSG00000234443.9",523,"LY6G6D","lymphocyte"
"ENSG00000234444.9",7119,"ZNF736","zinc"
"ENSG00000234465.10",914,"PINLYP","phospholipase"
"ENSG00000234469.4",995,"CLDN34","claudin"
"ENSG00000234475.5",2483,"HSPA1A","heat"
"ENSG00000234487.11",1408,"HLA-F","major"
"ENSG00000234495.7",2967,"TRIM27","tripartite"
"ENSG00000234507.9",4894,"BRD2","bromodomain"
"ENSG00000234508.7",1476,"GPSM3","G"
"ENSG00000234511.9",1202,"C5orf58","chromosome"
"ENSG00000234514.8",764,"LST1","leukocyte"
"ENSG00000234530.8",1478,"NFKBIL1","NFKB"
"ENSG00000234539.9",2624,"ATF6B","activating"
"ENSG00000234545.7",2434,"FAM133B","family"
"ENSG00000234549.8",2646,"ATAT1","alpha"
"ENSG00000234560.4",1045,"OR10G8","olfactory"
"ENSG00000234602.7",1736,"MCIDAS","multiciliate"
"ENSG00000234605.2",1152,"PSORS1C2","psoriasis"
"ENSG00000234616.8",9124,"JRK","Jrk"
"ENSG00000234623.9",2503,"MOG","myelin"
"ENSG00000234651.10",3779,"BAG6","BCL2"
"ENSG00000234668.3",1351,"ATP6V1G2","ATPase"
"ENSG00000234669.7",1980,"ZFP57","ZFP57"
"ENSG00000234674.6",3291,"TCF19","transcription"
"ENSG00000234704.9",4894,"BRD2","bromodomain"
"ENSG00000234719.8",1216,"NPIPB2","nuclear"
"ENSG00000234728.9",1053,"C6orf48","chromosome"
"ENSG00000234729.9",1538,"AGER","advanced"
"ENSG00000234745.10",1547,"HLA-B","major"
"ENSG00000234746.4",1272,"OR2J2","olfactory"
"ENSG00000234776.4",369,"C11orf94","chromosome"
"ENSG00000234794.9",1280,"HLA-DRA","major"
"ENSG00000234798.6",1628,"DXO","decapping"
"ENSG00000234809.8",1755,"NRM","nurim"
"ENSG00000234828.8",1900,"IQCM","IQ"
"ENSG00000234829.4",980,"IFNA17","interferon"
"ENSG00000234836.7",711,"AIF1","allograft"
"ENSG00000234846.7",2071,"NEU1","neuraminidase"
"ENSG00000234852.2",1875,"ZBTB12","zinc"
"ENSG00000234876.5",6745,"NOTCH4","notch"
"ENSG00000234906.9",880,"APOC2","apolipoprotein"
"ENSG00000234920.3",1351,"ATP6V1G2","ATPase"
"ENSG00000234947.8",1804,"STK19","serine/threonine"
"ENSG00000234951.9",1020,"SAPCD1","suppressor"
"ENSG00000234954.3",1137,"MAS1L","MAS1"
"ENSG00000234965.2",1405,"SHISA8","shisa"
"ENSG00000235017.9",2880,"C2","complement"
"ENSG00000235022.8",2206,"RNF39","ring"
"ENSG00000235025.8",3546,"TRIM10","tripartite"
"ENSG00000235030.3",1350,"IER3","immediate"
"ENSG00000235034.6",765,"C19orf81","chromosome"
"ENSG00000235067.10",2903,"TUBB","tubulin"
"ENSG00000235068.9",1420,"POU5F1","POU"
"ENSG00000235098.8",2190,"ANKRD65","ankyrin"
"ENSG00000235106.9",5722,"BRD3OS","BRD3"
"ENSG00000235107.3",1752,"RING1","ring"
"ENSG00000235109.7",3551,"ZSCAN31","zinc"
"ENSG00000235118.8",944,"FAM237A","family"
"ENSG00000235125.8",1478,"NFKBIL1","NFKB"
"ENSG00000235132.8",3024,"OR2H1","olfactory"
"ENSG00000235134.7",2118,"CYP21A2","cytochrome"
"ENSG00000235155.4",1694,"B3GALT4","beta-1,3-galactosyltransferase"
"ENSG00000235162.8",1366,"C12orf75","chromosome"
"ENSG00000235169.8",547,"SMIM1","small"
"ENSG00000235173.6",2531,"HGH1","HGH1"
"ENSG00000235176.6",864,"ZNRD1","zinc"
"ENSG00000235178.4",2730,"ZNF311","zinc"
"ENSG00000235194.8",4773,"PPP1R3E","protein"
"ENSG00000235220.10",1544,"HLA-F","major"
"ENSG00000235222.12",2884,"MSH5","mutS"
"ENSG00000235233.9",2223,"MICA","MHC"
"ENSG00000235259.8",2217,"TRIM15","tripartite"
"ENSG00000235268.2",2339,"KDM4E","lysine"
"ENSG00000235291.7",4525,"PPP1R10","protein"
"ENSG00000235302.9",523,"LY6G6D","lymphocyte"
"ENSG00000235307.9",4893,"BRD2","bromodomain"
"ENSG00000235336.8",2634,"SLC44A4","solute"
"ENSG00000235346.9",1578,"HLA-G","major"
"ENSG00000235360.2",2473,"C6orf47","chromosome"
"ENSG00000235376.5",2130,"RPEL1","ribulose-5-phosphate-3-epimerase"
"ENSG00000235387.2",1612,"SPAAR","small"
"ENSG00000235396.5",6751,"NOTCH4","notch"
"ENSG00000235439.10",2133,"DDX39B","DExD-box"
"ENSG00000235441.5",1649,"OR10C1","olfactory"
"ENSG00000235443.6",864,"ZNRD1","zinc"
"ENSG00000235452.2",992,"LY6G6C","lymphocyte"
"ENSG00000235453.10",2382,"SMIM27","small"
"ENSG00000235487.8",854,"PSORS1C1","psoriasis"
"ENSG00000235568.6",5602,"NFAM1","NFAT"
"ENSG00000235569.12",2415,"MSH5","mutS"
"ENSG00000235588.8",711,"AIF1","allograft"
"ENSG00000235589.4",2730,"ZNF311","zinc"
"ENSG00000235608.1",1236,"NKX1-1","NK1"
"ENSG00000235631.1",1304,"RNF148","ring"
"ENSG00000235650.6",685,"RPS18","ribosomal"
"ENSG00000235657.9",1868,"HLA-A","major"
"ENSG00000235658.8",2646,"ATAT1","alpha"
"ENSG00000235676.9",2146,"ABHD16A","abhydrolase"
"ENSG00000235680.8",1578,"HLA-G","major"
"ENSG00000235692.8",1915,"PFDN6","prefoldin"
"ENSG00000235696.8",2880,"C2","complement"
"ENSG00000235699.2",436,"CXorf51B","chromosome"
"ENSG00000235708.8",6425,"COL11A2","collagen"
"ENSG00000235710.4",1348,"AL109810.2","uncharacterized"
"ENSG00000235711.4",4951,"ANKRD34C","ankyrin"
"ENSG00000235712.10",2908,"RXRB","retinoid"
"ENSG00000235715.6",1351,"PSMB8","proteasome"
"ENSG00000235718.8",3917,"MFRP","membrane"
"ENSG00000235744.11",3488,"HLA-DOA","major"
"ENSG00000235750.9",4564,"KIAA0040","KIAA0040"
"ENSG00000235754.7",911,"APOM","apolipoprotein"
"ENSG00000235758.9",2496,"AGPAT1","1-acylglycerol-3-phosphate"
"ENSG00000235769.8",501,"LY6G6E","lymphocyte"
"ENSG00000235773.8",1755,"NRM","nurim"
"ENSG00000235780.3",1593,"USP17L27","ubiquitin"
"ENSG00000235844.8",1704,"HLA-DPA1","major"
"ENSG00000235863.3",1694,"B3GALT4","beta-1,3-galactosyltransferase"
"ENSG00000235905.8",2217,"TRIM15","tripartite"
"ENSG00000235915.8",764,"LST1","leukocyte"
"ENSG00000235925.3",992,"LY6G6C","lymphocyte"
"ENSG00000235941.5",2483,"HSPA1A","heat"
"ENSG00000235942.2",628,"LCE6A","late"
"ENSG00000235956.9",1909,"PRRT1","proline"
"ENSG00000235960.9",2217,"TRIM15","tripartite"
"ENSG00000235961.5",2209,"PNMA6A","PNMA"
"ENSG00000235966.4",1069,"OR12D2","olfactory"
"ENSG00000235985.7",711,"AIF1","allograft"
"ENSG00000235986.9",7490,"GNL1","G"
"ENSG00000236011.6",2793,"GPANK1","G-patch"
"ENSG00000236014.10",2960,"VPS52","VPS52,"
"ENSG00000236027.2",1336,"PATE3","prostate"
"ENSG00000236032.3",7323,"OR5H14","olfactory"
"ENSG00000236063.9",2146,"ABHD16A","abhydrolase"
"ENSG00000236104.2",2651,"ZBTB22","zinc"
"ENSG00000236125.3",1593,"USP17L4","ubiquitin"
"ENSG00000236126.3",1298,"CT47A3","cancer/testis"
"ENSG00000236149.9",3381,"ABCF1","ATP"
"ENSG00000236177.9",1704,"HLA-DPA1","major"
"ENSG00000236178.10",4073,"VARS2","valyl-tRNA"
"ENSG00000236183.2",992,"LY6G6C","lymphocyte"
"ENSG00000236196.8",1478,"NFKBIL1","NFKB"
"ENSG00000236210.8",501,"LY6G6E","lymphocyte"
"ENSG00000236221.9",6849,"TNXB","tenascin"
"ENSG00000236222.8",2358,"WDR46","WD"
"ENSG00000236227.8",3542,"BRD2","bromodomain"
"ENSG00000236236.9",6643,"TNXB","tenascin"
"ENSG00000236237.7",897,"LTB","lymphotoxin"
"ENSG00000236250.8",1804,"STK19","serine/threonine"
"ENSG00000236251.6",2544,"HSPA1L","heat"
"ENSG00000236271.8",968,"FLOT1","flotillin"
"ENSG00000236279.6",1359,"CLEC2L","C-type"
"ENSG00000236287.7",2741,"ZBED5","zinc"
"ENSG00000236315.6",1097,"NCR3","natural"
"ENSG00000236320.3",2889,"SLFN14","schlafen"
"ENSG00000236334.2",3856,"PPIAL4G","peptidylprolyl"
"ENSG00000236342.8",3380,"ABCF1","ATP"
"ENSG00000236346.8",1478,"NFKBIL1","NFKB"
"ENSG00000236353.7",3202,"PBX2","PBX"
"ENSG00000236362.8",585,"GAGE12F","G"
"ENSG00000236371.5",1288,"CT47A1","cancer/testis"
"ENSG00000236383.8",874,"LINC00854","long"
"ENSG00000236396.8",1017,"SLC35G4","solute"
"ENSG00000236398.2",1017,"TAS2R39","taste"
"ENSG00000236399.7",2086,"TRIM40","tripartite"
"ENSG00000236418.8",1594,"HLA-DQA1","major"
"ENSG00000236424.7",1161,"TSPY10","testis"
"ENSG00000236428.10",1111,"PPP1R18","protein"
"ENSG00000236443.6",1351,"PSMB8","proteasome"
"ENSG00000236444.4",2176,"UBE2L5","ubiquitin"
"ENSG00000236446.3",1328,"CT47B1","cancer/testis"
"ENSG00000236490.9",3766,"TAPBP","TAP"
"ENSG00000236515.3",2716,"ZBTB9","zinc"
"ENSG00000236543.2",546,"AL354761.1","lipocalin"
"ENSG00000236560.6",1723,"PPP1R11","protein"
"ENSG00000236561.9",2499,"MOG","myelin"
"ENSG00000236609.3",3857,"ZNF853","zinc"
"ENSG00000236625.8",5460,"C4B","complement"
"ENSG00000236632.5",2601,"HLA-E","major"
"ENSG00000236637.4",978,"IFNA4","interferon"
"ENSG00000236649.10",2111,"PPT2","palmitoyl-protein"
"ENSG00000236672.6",778,"C6orf10","chromosome"
"ENSG00000236693.11",1560,"HLA-DPB1","major"
"ENSG00000236697.7",1476,"GPSM3","G"
"ENSG00000236699.8",5454,"ARHGEF38","Rho"
"ENSG00000236737.1",117,"GAGE12B","G"
"ENSG00000236759.7",4129,"EHMT2","euchromatic"
"ENSG00000236761.5",2334,"CTAGE9","CTAGE"
"ENSG00000236765.6",1628,"DXO","decapping"
"ENSG00000236782.6",1468,"AL391650.1",NA
"ENSG00000236802.4",1694,"B3GALT4","beta-1,3-galactosyltransferase"
"ENSG00000236808.6",864,"ZNRD1","zinc"
"ENSG00000236826.7",876,"LSM2","LSM2"
"ENSG00000236843.8",1755,"NRM","nurim"
"ENSG00000236873.9",2496,"AGPAT1","1-acylglycerol-3-phosphate"
"ENSG00000236884.8",1180,"HLA-DRB1","major"
"ENSG00000236895.10",1735,"GTF2H4","general"
"ENSG00000236902.8",1266,"LY6G6D","lymphocyte"
"ENSG00000236925.7",897,"LTB","lymphotoxin"
"ENSG00000236927.4",966,"OR14J1","olfactory"
"ENSG00000236949.6",864,"ZNRD1","zinc"
"ENSG00000236967.8",2206,"RNF39","ring"
"ENSG00000236979.6",1097,"NCR3","natural"
"ENSG00000236980.9",706,"C3orf84","chromosome"
"ENSG00000236981.1",936,"OR10G9","olfactory"
"ENSG00000237012.9",1496,"C6orf136","chromosome"
"ENSG00000237022.10",1578,"HLA-C","major"
"ENSG00000237038.5",1593,"USP17L8","ubiquitin"
"ENSG00000237046.8",2086,"TRIM40","tripartite"
"ENSG00000237051.8",4510,"GABBR1","gamma-aminobutyric"
"ENSG00000237052.7",1476,"GPSM3","G"
"ENSG00000237056.5",2651,"ZBTB22","zinc"
"ENSG00000237071.7",2967,"TRIM27","tripartite"
"ENSG00000237095.9",7576,"MDC1","mediator"
"ENSG00000237100.9",1496,"C6orf136","chromosome"
"ENSG00000237103.6",1097,"NCR3","natural"
"ENSG00000237110.2",1047,"TAAR9","trace"
"ENSG00000237112.8",4510,"GABBR1","gamma-aminobutyric"
"ENSG00000237114.2",2503,"CDSN","corneodesmosin"
"ENSG00000237123.2",2536,"CDSN","corneodesmosin"
"ENSG00000237136.7",932,"C4orf51","chromosome"
"ENSG00000237155.3",1350,"IER3","immediate"
"ENSG00000237165.2",2549,"CDSN","corneodesmosin"
"ENSG00000237172.3",2917,"B3GNT9","UDP-GlcNAc:betaGal"
"ENSG00000237190.3",1223,"CDKN2AIPNL","CDKN2A"
"ENSG00000237192.8",3546,"TRIM10","tripartite"
"ENSG00000237216.8",1578,"HLA-G","major"
"ENSG00000237247.6",778,"MBD3L5","methyl-CpG"
"ENSG00000237258.8",2611,"OR11A1","olfactory"
"ENSG00000237284.3",1137,"MAS1L","MAS1"
"ENSG00000237289.9",1779,"CKMT1B","creatine"
"ENSG00000237313.1",466,"LINC01556","long"
"ENSG00000237330.2",1902,"RNF223","ring"
"ENSG00000237333.12",2704,"MSH5","mutS"
"ENSG00000237335.8",1915,"PFDN6","prefoldin"
"ENSG00000237344.7",3210,"PBX2","PBX"
"ENSG00000237353.6",1983,"PATE4","prostate"
"ENSG00000237388.2",1064,"OR4A47","olfactory"
"ENSG00000237403.6",1731,"PPP1R11","protein"
"ENSG00000237405.10",1538,"AGER","advanced"
"ENSG00000237412.6",2158,"PRSS56","serine"
"ENSG00000237440.8",2867,"ZNF737","zinc"
"ENSG00000237441.9",3278,"RGL2","ral"
"ENSG00000237452.2",2749,"BHMG1","basic"
"ENSG00000237459.6",2392,"MPIG6B","megakaryocyte"
"ENSG00000237462.10",1104,"TRIM27","tripartite"
"ENSG00000237482.8",501,"LY6G6E","lymphocyte"
"ENSG00000237489.4",826,"C10orf143","chromosome"
"ENSG00000237495.9",950,"LY6G5C","lymphocyte"
"ENSG00000237508.10",1544,"HLA-F","major"
"ENSG00000237515.8",6724,"SHISA9","shisa"
"ENSG00000237521.3",1715,"OR7E24","olfactory"
"ENSG00000237524.9",811,"TEX51","testis"
"ENSG00000237541.3",1524,"HLA-DQA2","major"
"ENSG00000237582.10",1420,"POU5F1","POU"
"ENSG00000237599.9",5684,"TAP2","transporter"
"ENSG00000237634.1",466,"LINC01556","long"
"ENSG00000237649.7",2706,"KIFC1","kinesin"
"ENSG00000237651.6",1070,"C2orf74","chromosome"
"ENSG00000237671.3",527,"GAGE12C","G"
"ENSG00000237693.4",1659,"IRGM","immunity"
"ENSG00000237700.2",1518,"PRAMEF33","PRAME"
"ENSG00000237703.8",3546,"TRIM10","tripartite"
"ENSG00000237710.10",1560,"HLA-DPB1","major"
"ENSG00000237724.5",2483,"HSPA1A","heat"
"ENSG00000237727.7",711,"AIF1","allograft"
"ENSG00000237733.8",2206,"RNF39","ring"
"ENSG00000237763.9",1790,"AMY1A","amylase,"
"ENSG00000237765.6",4377,"FAM200B","family"
"ENSG00000237777.4",966,"OR14J1","olfactory"
"ENSG00000237808.6",1097,"NCR3","natural"
"ENSG00000237814.2",451,"SFTA2","surfactant"
"ENSG00000237825.9",3278,"RGL2","ral"
"ENSG00000237829.6",1723,"PPP1R11","protein"
"ENSG00000237834.9",2507,"MOG","myelin"
"ENSG00000237881.6",778,"C6orf10","chromosome"
"ENSG00000237889.11",1224,"DDX39B","DExD-box"
"ENSG00000237900.2",1875,"ZBTB12","zinc"
"ENSG00000237918.9",1020,"SAPCD1","suppressor"
"ENSG00000237957.6",1298,"CT47A5","cancer/testis"
"ENSG00000237962.5",3651,"MUC21","mucin"
"ENSG00000237988.5",4948,"OR2I1P","olfactory"
"ENSG00000238056.9",1909,"PRRT1","proline"
"ENSG00000238083.7",5669,"LRRC37A2","leucine"
"ENSG00000238104.7",4525,"PPP1R10","protein"
"ENSG00000238114.7",897,"LTB","lymphotoxin"
"ENSG00000238130.8",1507,"LTA","lymphotoxin"
"ENSG00000238134.8",4129,"EHMT2","euchromatic"
"ENSG00000238196.5",3741,"NOTCH4","notch"
"ENSG00000238203.8",2881,"VWA7","von"
"ENSG00000238205.3",571,"MPC1L","mitochondrial"
"ENSG00000238210.3",607,"ETDA","embryonic"
"ENSG00000238227.7",2823,"TMEM250","transmembrane"
"ENSG00000238238.2",955,"MCCD1","mitochondrial"
"ENSG00000238243.3",945,"OR2W3","olfactory"
"ENSG00000238269.8",493,"PAGE2B","PAGE"
"ENSG00000238289.9",2444,"MICB","MHC"
"ENSG00000239264.8",2964,"TXNDC5","thioredoxin"
"ENSG00000239282.7",1623,"CASTOR1","cytosolic"
"ENSG00000239285.7",1903,"LY6G5B","lymphocyte"
"ENSG00000239305.6",3477,"RNF103","ring"
"ENSG00000239306.4",2828,"RBM14","RNA"
"ENSG00000239329.8",1397,"HLA-DMB","major"
"ENSG00000239382.10",1525,"ALKBH6","alkB"
"ENSG00000239388.8",3179,"ASB14","ankyrin"
"ENSG00000239389.7",5260,"PCDHA13","protocadherin"
"ENSG00000239395.2",453,"AC118470.1",NA
"ENSG00000239457.6",1372,"HLA-DOB","major"
"ENSG00000239463.7",1126,"HLA-DMA","major"
"ENSG00000239474.6",2464,"KLHL41","kelch"
"ENSG00000239497.7",1903,"LY6G5B","lymphocyte"
"ENSG00000239521.7",2726,"CASTOR3","CASTOR"
"ENSG00000239590.1",942,"OR1J4","olfactory"
"ENSG00000239605.10",1621,"STPG4","sperm-tail"
"ENSG00000239642.5",1438,"MEIKIN","meiotic"
"ENSG00000239672.7",1645,"NME1","NME/NM23"
"ENSG00000239697.10",1553,"TNFSF12","TNF"
"ENSG00000239704.10",2498,"CDRT4","CMT1A"
"ENSG00000239713.8",1834,"APOBEC3G","apolipoprotein"
"ENSG00000239732.3",3870,"TLR9","toll"
"ENSG00000239741.3",920,"LY6G6F","lymphocyte"
"ENSG00000239754.9",2577,"CFB","complement"
"ENSG00000239779.6",1325,"WBP1","WW"
"ENSG00000239789.5",1845,"MRPS17","mitochondrial"
"ENSG00000239810.3",1845,"PRAMEF11","PRAME"
"ENSG00000239836.7",792,"PSMB9","proteasome"
"ENSG00000239839.6",498,"DEFA3","defensin"
"ENSG00000239857.6",4356,"GET4","golgi"
"ENSG00000239865.6",1567,"RPP21","ribonuclease"
"ENSG00000239886.5",1005,"KRTAP9-2","keratin"
"ENSG00000239887.4",4126,"C1orf226","chromosome"
"ENSG00000239900.12",4359,"ADSL","adenylosuccinate"
"ENSG00000239927.6",1567,"RPP21","ribonuclease"
"ENSG00000239961.2",1944,"LILRA4","leukocyte"
"ENSG00000239974.6",1312,"EGFL8","EGF"
"ENSG00000239998.5",4429,"LILRA2","leukocyte"
"ENSG00000240008.1",920,"LY6G6F","lymphocyte"
"ENSG00000240021.9",2452,"TEX35","testis"
"ENSG00000240038.6",2181,"AMY2B","amylase,"
"ENSG00000240045.1",873,"DWORF","DWARF"
"ENSG00000240053.8",2654,"LY6G5B","lymphocyte"
"ENSG00000240065.7",792,"PSMB9","proteasome"
"ENSG00000240118.7",792,"PSMB9","proteasome"
"ENSG00000240184.6",4725,"PCDHGC3","protocadherin"
"ENSG00000240204.2",1035,"SMKR1","small"
"ENSG00000240224.1",2345,"UGT1A5","UDP"
"ENSG00000240230.5",3666,"COX19","COX19,"
"ENSG00000240247.7",491,"DEFA1B","defensin"
"ENSG00000240303.7",4142,"ACAD11","acyl-CoA"
"ENSG00000240344.8",1370,"PPIL3","peptidylprolyl"
"ENSG00000240386.3",357,"LCE1F","late"
"ENSG00000240389.5",1312,"EGFL8","EGF"
"ENSG00000240403.5",1877,"KIR3DL2","killer"
"ENSG00000240432.3",704,"KRTAP13-3","keratin"
"ENSG00000240433.4",1870,"LY6G5B","lymphocyte"
"ENSG00000240505.8",1357,"TNFRSF13B","TNF"
"ENSG00000240508.7",792,"PSMB9","proteasome"
"ENSG00000240542.4",753,"KRTAP9-1","keratin"
"ENSG00000240563.1",3849,"L1TD1","LINE1"
"ENSG00000240583.11",2913,"AQP1","aquaporin"
"ENSG00000240592.5",1312,"EGFL8","EGF"
"ENSG00000240654.6",1854,"C1QTNF9","C1q"
"ENSG00000240682.9",3842,"ISY1","ISY1"
"ENSG00000240694.8",4965,"PNMA2","PNMA"
"ENSG00000240720.7",2830,"LRRD1","leucine"
"ENSG00000240747.7",2566,"KRBOX1","KRAB"
"ENSG00000240764.3",4761,"PCDHGC5","protocadherin"
"ENSG00000240771.6",2552,"ARHGEF25","Rho"
"ENSG00000240849.10",7714,"TMEM189","transmembrane"
"ENSG00000240857.1",1587,"RDH14","retinol"
"ENSG00000240871.5",992,"KRTAP4-7","keratin"
"ENSG00000240891.7",7710,"PLCXD2","phosphatidylinositol"
"ENSG00000240957.1",920,"LY6G6F","lymphocyte"
"ENSG00000240972.1",939,"MIF","macrophage"
"ENSG00000241058.3",2201,"NSUN6","NOP2/Sun"
"ENSG00000241106.6",1372,"HLA-DOB","major"
"ENSG00000241119.1",2416,"UGT1A9","UDP"
"ENSG00000241123.1",1150,"KRTAP10-5","keratin"
"ENSG00000241127.7",968,"YAE1D1","Yae1"
"ENSG00000241128.2",945,"OR14A2","olfactory"
"ENSG00000241132.7",1903,"LY6G5B","lymphocyte"
"ENSG00000241149.3",1453,"AC115220.1",NA
"ENSG00000241186.9",2513,"TDGF1","teratocarcinoma-derived"
"ENSG00000241224.7",925,"C3orf85","chromosome"
"ENSG00000241233.3",1183,"KRTAP5-8","keratin"
"ENSG00000241241.1",708,"KRTAP4-16","keratin"
"ENSG00000241253.8",2577,"CFB","complement"
"ENSG00000241258.6",3009,"CRCP","CGRP"
"ENSG00000241296.8",1397,"HLA-DMB","major"
"ENSG00000241322.10",3016,"CDRT1","CMT1A"
"ENSG00000241343.9",910,"RPL36A","ribosomal"
"ENSG00000241360.1",2010,"PDXP","pyridoxal"
"ENSG00000241370.5",594,"RPP21","ribonuclease"
"ENSG00000241386.6",1372,"HLA-DOB","major"
"ENSG00000241394.7",1119,"HLA-DMA","major"
"ENSG00000241399.6",3866,"CD302","CD302"
"ENSG00000241404.6",1312,"EGFL8","EGF"
"ENSG00000241468.7",607,"ATP5MF","ATP"
"ENSG00000241476.8",1410,"SSX2","SSX"
"ENSG00000241484.9",1725,"ARHGAP8","Rho"
"ENSG00000241489.7",2635,"AC244197.3",NA
"ENSG00000241534.9",2577,"CFB","complement"
"ENSG00000241553.12",2582,"ARPC4","actin"
"ENSG00000241563.3",1130,"CORT","cortistatin"
"ENSG00000241595.2",967,"KRTAP9-4","keratin"
"ENSG00000241598.5",1181,"KRTAP5-4","keratin"
"ENSG00000241635.7",3389,"UGT1A1","UDP"
"ENSG00000241644.2",2559,"INMT","indolethylamine"
"ENSG00000241674.8",1397,"HLA-DMB","major"
"ENSG00000241685.9",1565,"ARPC1A","actin"
"ENSG00000241690.3",1866,"AL035460.1",NA
"ENSG00000241697.4",2611,"TMEFF1","transmembrane"
"ENSG00000241713.7",1903,"LY6G5B","lymphocyte"
"ENSG00000241779.6",1567,"RPP21","ribonuclease"
"ENSG00000241794.1",709,"SPRR2A","small"
"ENSG00000241822.3",920,"LY6G6F","lymphocyte"
"ENSG00000241837.6",932,"ATP5PO","ATP"
"ENSG00000241839.9",3720,"PLEKHO2","pleckstrin"
"ENSG00000241852.9",2021,"C8orf58","chromosome"
"ENSG00000241863.6",1567,"RPP21","ribonuclease"
"ENSG00000241878.11",2669,"PISD","phosphatidylserine"
"ENSG00000241910.5",1372,"HLA-DOB","major"
"ENSG00000241935.8",2488,"HOGA1","4-hydroxy-2-oxoglutarate"
"ENSG00000241945.7",3297,"PWP2","PWP2,"
"ENSG00000241973.10",6752,"PI4KA","phosphatidylinositol"
"ENSG00000241978.9",6866,"AKAP2","A-kinase"
"ENSG00000242019.1",1691,"KIR3DL3","killer"
"ENSG00000242022.8",2011,"OR12D3","olfactory"
"ENSG00000242028.6",4777,"HYPK","huntingtin"
"ENSG00000242038.5",1312,"EGFL8","EGF"
"ENSG00000242092.8",1397,"HLA-DMB","major"
"ENSG00000242110.7",4153,"AMACR","alpha-methylacyl-CoA"
"ENSG00000242114.5",1370,"MTFP1","mitochondrial"
"ENSG00000242120.3",778,"MDFIC2","MyoD"
"ENSG00000242173.8",949,"ARHGDIG","Rho"
"ENSG00000242220.6",2695,"TCP10L","t-complex"
"ENSG00000242221.8",1538,"PSG2","pregnancy"
"ENSG00000242247.10",2857,"ARFGAP3","ADP"
"ENSG00000242252.1",732,"BGLAP","bone"
"ENSG00000242259.8",3350,"C22orf39","chromosome"
"ENSG00000242265.5",6618,"PEG10","paternally"
"ENSG00000242335.8",2577,"CFB","complement"
"ENSG00000242361.7",1126,"HLA-DMA","major"
"ENSG00000242362.2",1298,"CT47A2","cancer/testis"
"ENSG00000242366.3",2407,"UGT1A8","UDP"
"ENSG00000242372.7",1289,"EIF6","eukaryotic"
"ENSG00000242386.8",1397,"HLA-DMB","major"
"ENSG00000242389.8",1921,"RBMY1E","RNA"
